Station,AirQuality,Longitude,Latitude,NO2 Hour,NO2 Quality,NO2 Value,Month,day
Barcelona - Ciutadella,Good,2.1874,41.3864,23,Good,31,6,11
Barcelona - Vall Hebron,Good,2.148,41.4261,23,Good,22,6,11
Barcelona - Palau Reial,Good,2.1151,41.3875,23,Good,18,6,11
Barcelona - Poblenou,Good,2.2045,41.4039,23,Good,30,6,11
Barcelona - Observ Fabra,Good,2.1239,41.4183,23,Good,6,6,11
Barcelona - Sants,Good,2.1331,41.3788,0,Good,15,6,11
Barcelona - Eixample,Good,2.1538,41.3853,0,Good,46,6,11
Barcelona - Gràcia,Good,2.1534,41.3987,0,Good,35,6,11
Barcelona - Ciutadella,Good,2.1874,41.3864,0,Good,30,6,11
Barcelona - Vall Hebron,Good,2.148,41.4261,0,Good,30,6,11
Barcelona - Palau Reial,Good,2.1151,41.3875,0,Good,18,6,11
Barcelona - Poblenou,Good,2.2045,41.4039,0,Good,31,6,11
Barcelona - Observ Fabra,Good,2.1239,41.4183,0,Good,9,6,11
Barcelona - Sants,Good,2.1331,41.3788,1,Good,15,6,11
Barcelona - Eixample,Good,2.1538,41.3853,1,Good,41,6,11
Barcelona - Gràcia,Good,2.1534,41.3987,1,Good,24,6,11
Barcelona - Ciutadella,Good,2.1874,41.3864,1,Good,34,6,11
Barcelona - Vall Hebron,Good,2.148,41.4261,1,Good,38,6,11
Barcelona - Palau Reial,Good,2.1151,41.3875,1,Good,12,6,11
Barcelona - Poblenou,Good,2.2045,41.4039,1,Good,20,6,11
Barcelona - Observ Fabra,Good,2.1239,41.4183,1,Good,8,6,11
Barcelona - Sants,Good,2.1331,41.3788,2,Good,18,6,11
Barcelona - Eixample,Good,2.1538,41.3853,2,Good,48,6,11
Barcelona - Gràcia,Good,2.1534,41.3987,2,Good,23,6,11
Barcelona - Ciutadella,Good,2.1874,41.3864,2,Good,26,6,11
Barcelona - Vall Hebron,Good,2.148,41.4261,2,Good,36,6,11
Barcelona - Palau Reial,Good,2.1151,41.3875,2,Good,13,6,11
Barcelona - Poblenou,Good,2.2045,41.4039,2,Good,20,6,11
Barcelona - Observ Fabra,Good,2.1239,41.4183,2,Good,5,6,11
Barcelona - Sants,Good,2.1331,41.3788,3,Good,18,6,11
Barcelona - Eixample,Good,2.1538,41.3853,3,Good,29,6,11
Barcelona - Gràcia,Good,2.1534,41.3987,3,Good,23,6,11
Barcelona - Ciutadella,Good,2.1874,41.3864,3,Good,35,6,11
Barcelona - Vall Hebron,Good,2.148,41.4261,3,Good,40,6,11
Barcelona - Palau Reial,Good,2.1151,41.3875,3,Good,11,6,11
Barcelona - Poblenou,Good,2.2045,41.4039,3,Good,28,6,11
Barcelona - Observ Fabra,Good,2.1239,41.4183,3,Good,11,6,11
Barcelona - Sants,Good,2.1331,41.3788,4,Good,26,6,11
Barcelona - Eixample,Good,2.1538,41.3853,4,Good,31,6,11
Barcelona - Gràcia,Good,2.1534,41.3987,4,Good,14,6,11
Barcelona - Ciutadella,Good,2.1874,41.3864,4,Good,28,6,11
Barcelona - Vall Hebron,Good,2.148,41.4261,4,Good,40,6,11
Barcelona - Palau Reial,Good,2.1151,41.3875,4,Good,13,6,11
Barcelona - Poblenou,Good,2.2045,41.4039,4,Good,18,6,11
Barcelona - Observ Fabra,Good,2.1239,41.4183,4,Good,8,6,11
Barcelona - Sants,Good,2.1331,41.3788,5,Good,20,6,11
Barcelona - Eixample,Good,2.1538,41.3853,5,Good,34,6,11
Barcelona - Gràcia,Good,2.1534,41.3987,5,Good,15,6,11
Barcelona - Ciutadella,Good,2.1874,41.3864,5,Good,23,6,11
Barcelona - Vall Hebron,Good,2.148,41.4261,5,Good,28,6,11
Barcelona - Palau Reial,Good,2.1151,41.3875,5,Good,16,6,11
Barcelona - Poblenou,Good,2.2045,41.4039,5,Good,17,6,11
Barcelona - Observ Fabra,Good,2.1239,41.4183,5,Good,6,6,11
Barcelona - Sants,Good,2.1331,41.3788,6,Good,14,6,11
Barcelona - Eixample,Good,2.1538,41.3853,6,Good,29,6,11
Barcelona - Gràcia,Good,2.1534,41.3987,6,Good,12,6,11
Barcelona - Ciutadella,Good,2.1874,41.3864,6,Good,27,6,11
Barcelona - Vall Hebron,Good,2.148,41.4261,6,Good,31,6,11
Barcelona - Palau Reial,Good,2.1151,41.3875,6,Good,3,6,11
Barcelona - Poblenou,Good,2.2045,41.4039,6,Good,21,6,11
Barcelona - Observ Fabra,Good,2.1239,41.4183,6,Good,7,6,11
Barcelona - Sants,Good,2.1331,41.3788,7,Good,14,6,11
Barcelona - Eixample,Good,2.1538,41.3853,7,Good,29,6,11
Barcelona - Gràcia,Good,2.1534,41.3987,7,Good,15,6,11
Barcelona - Ciutadella,Good,2.1874,41.3864,7,Good,23,6,11
Barcelona - Vall Hebron,Good,2.148,41.4261,7,Good,25,6,11
Barcelona - Palau Reial,Good,2.1151,41.3875,7,Good,7,6,11
Barcelona - Poblenou,Good,2.2045,41.4039,7,Good,29,6,11
Barcelona - Observ Fabra,Good,2.1239,41.4183,7,Good,8,6,11
Barcelona - Sants,Good,2.1331,41.3788,8,Good,35,6,11
Barcelona - Eixample,Good,2.1538,41.3853,8,Good,39,6,11
Barcelona - Gràcia,Good,2.1534,41.3987,8,Good,42,6,11
Barcelona - Ciutadella,Good,2.1874,41.3864,8,Good,42,6,11
Barcelona - Vall Hebron,Good,2.148,41.4261,8,Good,30,6,11
Barcelona - Palau Reial,Good,2.1151,41.3875,8,Good,14,6,11
Barcelona - Poblenou,Good,2.2045,41.4039,8,Good,46,6,11
Barcelona - Observ Fabra,Good,2.1239,41.4183,8,Good,6,6,11
Barcelona - Sants,Good,2.1331,41.3788,9,Good,44,6,11
Barcelona - Eixample,Good,2.1538,41.3853,8,Good,39,6,11
Barcelona - Gràcia,Good,2.1534,41.3987,9,Good,53,6,11
Barcelona - Ciutadella,Good,2.1874,41.3864,9,Good,46,6,11
Barcelona - Vall Hebron,Good,2.148,41.4261,9,Good,27,6,11
Barcelona - Palau Reial,Good,2.1151,41.3875,9,Good,23,6,11
Barcelona - Poblenou,Good,2.2045,41.4039,9,Good,53,6,11
Barcelona - Observ Fabra,Good,2.1239,41.4183,9,Good,8,6,11
Barcelona - Sants,Good,2.1331,41.3788,10,Good,40,6,11
Barcelona - Eixample,Good,2.1538,41.3853,8,Good,39,6,11
Barcelona - Gràcia,Good,2.1534,41.3987,10,Good,44,6,11
Barcelona - Ciutadella,Good,2.1874,41.3864,10,Good,48,6,11
Barcelona - Vall Hebron,Good,2.148,41.4261,10,Good,26,6,11
Barcelona - Palau Reial,Good,2.1151,41.3875,10,Good,28,6,11
Barcelona - Poblenou,Good,2.2045,41.4039,10,Good,45,6,11
Barcelona - Observ Fabra,Good,2.1239,41.4183,10,Good,15,6,11
Barcelona - Sants,Good,2.1331,41.3788,11,Good,22,6,11
Barcelona - Eixample,Good,2.1538,41.3853,9,--,,6,11
Barcelona - Gràcia,Good,2.1534,41.3987,11,Good,34,6,11
Barcelona - Ciutadella,Good,2.1874,41.3864,11,Good,26,6,11
Barcelona - Vall Hebron,Good,2.148,41.4261,11,Good,21,6,11
Barcelona - Palau Reial,Good,2.1151,41.3875,11,Good,17,6,11
Barcelona - Poblenou,Good,2.2045,41.4039,11,Good,31,6,11
Barcelona - Observ Fabra,Good,2.1239,41.4183,11,Good,9,6,11
Barcelona - Sants,Good,2.1331,41.3788,12,Good,18,6,11
Barcelona - Eixample,Good,2.1538,41.3853,12,Good,31,6,11
Barcelona - Gràcia,Good,2.1534,41.3987,12,Good,24,6,11
Barcelona - Ciutadella,Good,2.1874,41.3864,12,Good,28,6,11
Barcelona - Vall Hebron,Good,2.148,41.4261,12,Good,21,6,11
Barcelona - Palau Reial,Good,2.1151,41.3875,12,Good,19,6,11
Barcelona - Poblenou,Good,2.2045,41.4039,12,Good,22,6,11
Barcelona - Observ Fabra,Good,2.1239,41.4183,12,Good,10,6,11
Barcelona - Sants,Good,2.1331,41.3788,13,Good,12,6,11
Barcelona - Eixample,Good,2.1538,41.3853,13,Good,29,6,11
Barcelona - Gràcia,Good,2.1534,41.3987,13,Good,24,6,11
Barcelona - Ciutadella,Good,2.1874,41.3864,13,Good,18,6,11
Barcelona - Vall Hebron,Good,2.148,41.4261,13,Good,18,6,11
Barcelona - Palau Reial,Good,2.1151,41.3875,13,Good,10,6,11
Barcelona - Poblenou,Good,2.2045,41.4039,13,Good,24,6,11
Barcelona - Observ Fabra,Good,2.1239,41.4183,13,Good,6,6,11
Barcelona - Sants,Good,2.1331,41.3788,14,Good,13,6,11
Barcelona - Eixample,Good,2.1538,41.3853,14,Good,25,6,11
Barcelona - Gràcia,Good,2.1534,41.3987,14,Good,21,6,11
Barcelona - Ciutadella,Good,2.1874,41.3864,14,Good,19,6,11
Barcelona - Vall Hebron,Good,2.148,41.4261,14,Good,17,6,11
Barcelona - Palau Reial,Good,2.1151,41.3875,14,Good,10,6,11
Barcelona - Poblenou,Good,2.2045,41.4039,14,Good,21,6,11
Barcelona - Observ Fabra,Good,2.1239,41.4183,14,Good,4,6,11
Barcelona - Sants,Good,2.1331,41.3788,15,Good,12,6,11
Barcelona - Eixample,Good,2.1538,41.3853,15,Good,29,6,11
Barcelona - Gràcia,Good,2.1534,41.3987,15,Good,23,6,11
Barcelona - Ciutadella,Good,2.1874,41.3864,15,Good,22,6,11
Barcelona - Vall Hebron,Good,2.148,41.4261,15,Good,13,6,11
Barcelona - Palau Reial,Good,2.1151,41.3875,15,Good,13,6,11
Barcelona - Poblenou,Good,2.2045,41.4039,15,Good,19,6,11
Barcelona - Observ Fabra,Good,2.1239,41.4183,15,Good,6,6,11
Barcelona - Sants,Good,2.1331,41.3788,16,Good,16,6,11
Barcelona - Eixample,Good,2.1538,41.3853,16,Good,33,6,11
Barcelona - Gràcia,Good,2.1534,41.3987,16,Good,18,6,11
Barcelona - Ciutadella,Good,2.1874,41.3864,16,Good,23,6,11
Barcelona - Vall Hebron,Good,2.148,41.4261,16,Good,13,6,11
Barcelona - Palau Reial,Good,2.1151,41.3875,16,Good,12,6,11
Barcelona - Poblenou,Good,2.2045,41.4039,16,Good,20,6,11
Barcelona - Observ Fabra,Good,2.1239,41.4183,16,Good,6,6,11
Barcelona - Sants,Good,2.1331,41.3788,17,Good,18,6,11
Barcelona - Eixample,Good,2.1538,41.3853,17,Good,35,6,11
Barcelona - Gràcia,Good,2.1534,41.3987,17,Good,29,6,11
Barcelona - Ciutadella,Good,2.1874,41.3864,17,Good,23,6,11
Barcelona - Vall Hebron,Good,2.148,41.4261,17,Good,18,6,11
Barcelona - Palau Reial,Good,2.1151,41.3875,17,Good,16,6,11
Barcelona - Poblenou,Good,2.2045,41.4039,17,Good,29,6,11
Barcelona - Observ Fabra,Good,2.1239,41.4183,17,Good,8,6,11
Barcelona - Sants,Good,2.1331,41.3788,18,Good,28,6,11
Barcelona - Eixample,Good,2.1538,41.3853,18,Good,44,6,11
Barcelona - Gràcia,Good,2.1534,41.3987,18,Good,33,6,11
Barcelona - Ciutadella,Good,2.1874,41.3864,18,Good,37,6,11
Barcelona - Vall Hebron,Good,2.148,41.4261,18,Good,24,6,11
Barcelona - Palau Reial,Good,2.1151,41.3875,18,Good,43,6,11
Barcelona - Poblenou,Good,2.2045,41.4039,18,Good,40,6,11
Barcelona - Observ Fabra,Good,2.1239,41.4183,18,Good,10,6,11
Barcelona - Sants,Good,2.1331,41.3788,19,Good,57,6,11
Barcelona - Eixample,Good,2.1538,41.3853,19,Good,56,6,11
Barcelona - Gràcia,Good,2.1534,41.3987,18,Good,33,6,11
Barcelona - Ciutadella,Good,2.1874,41.3864,19,Good,52,6,11
Barcelona - Vall Hebron,Good,2.148,41.4261,19,Good,30,6,11
Barcelona - Palau Reial,Good,2.1151,41.3875,19,Good,37,6,11
Barcelona - Poblenou,Good,2.2045,41.4039,19,Good,49,6,11
Barcelona - Observ Fabra,Good,2.1239,41.4183,19,Good,10,6,11
Barcelona - Sants,Good,2.1331,41.3788,20,Good,46,6,11
Barcelona - Eixample,Good,2.1538,41.3853,20,Good,61,6,11
Barcelona - Gràcia,Good,2.1534,41.3987,18,Good,33,6,11
Barcelona - Ciutadella,Good,2.1874,41.3864,20,Good,55,6,11
Barcelona - Vall Hebron,Good,2.148,41.4261,20,Good,22,6,11
Barcelona - Palau Reial,Good,2.1151,41.3875,20,Good,26,6,11
Barcelona - Poblenou,Good,2.2045,41.4039,20,Good,52,6,11
Barcelona - Observ Fabra,Good,2.1239,41.4183,20,Good,7,6,11
Barcelona - Sants,Good,2.1331,41.3788,21,Good,52,6,11
Barcelona - Eixample,Good,2.1538,41.3853,21,Good,70,6,11
Barcelona - Gràcia,--,2.1534,41.3987,19,--,,6,11
Barcelona - Ciutadella,Good,2.1874,41.3864,21,Good,70,6,11
Barcelona - Vall Hebron,Good,2.148,41.4261,21,Good,25,6,11
Barcelona - Palau Reial,Good,2.1151,41.3875,21,Good,31,6,11
Barcelona - Poblenou,Good,2.2045,41.4039,21,Good,56,6,11
Barcelona - Observ Fabra,Good,2.1239,41.4183,21,Good,11,6,11
Barcelona - Sants,Good,2.1331,41.3788,21,Good,52,6,11
Barcelona - Eixample,Good,2.1538,41.3853,22,Good,66,6,11
Barcelona - Gràcia,--,2.1534,41.3987,20,--,,6,11
Barcelona - Ciutadella,Good,2.1874,41.3864,22,Good,64,6,11
Barcelona - Vall Hebron,Good,2.148,41.4261,22,Good,18,6,11
Barcelona - Palau Reial,Good,2.1151,41.3875,22,Good,36,6,11
Barcelona - Poblenou,Good,2.2045,41.4039,22,Good,60,6,11
Barcelona - Observ Fabra,Good,2.1239,41.4183,22,Good,10,6,11
Barcelona - Sants,--,2.1331,41.3788,,,,7,11
Barcelona - Eixample,Good,2.1538,41.3853,23,Good,46,7,11
Barcelona - Gràcia,--,2.1534,41.3987,,,,7,11
Barcelona - Ciutadella,Good,2.1874,41.3864,23,Good,54,7,11
Barcelona - Vall Hebron,Good,2.148,41.4261,23,Good,13,7,11
Barcelona - Palau Reial,Good,2.1151,41.3875,23,Good,30,7,11
Barcelona - Poblenou,Good,2.2045,41.4039,23,Good,48,7,11
Barcelona - Observ Fabra,Good,2.1239,41.4183,23,Good,5,7,11
Barcelona - Sants,Good,2.1331,41.3788,0,Good,52,7,11
Barcelona - Eixample,Good,2.1538,41.3853,0,Good,41,7,11
Barcelona - Gràcia,Good,2.1534,41.3987,0,Good,30,7,11
Barcelona - Ciutadella,Good,2.1874,41.3864,0,Good,48,7,11
Barcelona - Vall Hebron,Good,2.148,41.4261,0,Good,16,7,11
Barcelona - Palau Reial,Good,2.1151,41.3875,0,Good,16,7,11
Barcelona - Poblenou,Good,2.2045,41.4039,0,Good,34,7,11
Barcelona - Observ Fabra,Good,2.1239,41.4183,0,Good,10,7,11
Barcelona - Sants,--,2.1331,41.3788,23,--,,7,11
Barcelona - Eixample,Good,2.1538,41.3853,1,Good,34,7,11
Barcelona - Gràcia,Good,2.1534,41.3987,1,Good,26,7,11
Barcelona - Ciutadella,Good,2.1874,41.3864,1,Good,52,7,11
Barcelona - Vall Hebron,Good,2.148,41.4261,1,Good,41,7,11
Barcelona - Palau Reial,Good,2.1151,41.3875,1,Good,18,7,11
Barcelona - Poblenou,Good,2.2045,41.4039,1,Good,30,7,11
Barcelona - Observ Fabra,Good,2.1239,41.4183,1,Good,23,7,11
Barcelona - Sants,--,2.1331,41.3788,0,--,,7,11
Barcelona - Eixample,Good,2.1538,41.3853,2,Good,41,7,11
Barcelona - Gràcia,Good,2.1534,41.3987,1,Good,26,7,11
Barcelona - Ciutadella,Good,2.1874,41.3864,2,Good,68,7,11
Barcelona - Vall Hebron,Good,2.148,41.4261,2,Good,37,7,11
Barcelona - Palau Reial,Good,2.1151,41.3875,2,Good,10,7,11
Barcelona - Poblenou,Good,2.2045,41.4039,2,Good,47,7,11
Barcelona - Observ Fabra,Good,2.1239,41.4183,2,Good,9,7,11
Barcelona - Sants,Good,2.1331,41.3788,3,Good,21,7,11
Barcelona - Eixample,Good,2.1538,41.3853,3,Good,35,7,11
Barcelona - Gràcia,Good,2.1534,41.3987,1,Good,26,7,11
Barcelona - Ciutadella,Good,2.1874,41.3864,3,Good,57,7,11
Barcelona - Vall Hebron,Good,2.148,41.4261,3,Good,41,7,11
Barcelona - Palau Reial,Good,2.1151,41.3875,3,Good,7,7,11
Barcelona - Poblenou,Good,2.2045,41.4039,3,Good,42,7,11
Barcelona - Observ Fabra,Good,2.1239,41.4183,3,Good,6,7,11
Barcelona - Sants,Good,2.1331,41.3788,4,Good,17,7,11
Barcelona - Eixample,Good,2.1538,41.3853,4,Good,61,7,11
Barcelona - Gràcia,--,2.1534,41.3987,2,--,,7,11
Barcelona - Ciutadella,Good,2.1874,41.3864,4,Good,49,7,11
Barcelona - Vall Hebron,Good,2.148,41.4261,4,Good,14,7,11
Barcelona - Palau Reial,Good,2.1151,41.3875,4,Good,3,7,11
Barcelona - Poblenou,Good,2.2045,41.4039,4,Good,53,7,11
Barcelona - Observ Fabra,Good,2.1239,41.4183,4,Good,7,7,11
Barcelona - Sants,Good,2.1331,41.3788,5,Good,15,7,11
Barcelona - Eixample,Good,2.1538,41.3853,5,Good,67,7,11
Barcelona - Gràcia,--,2.1534,41.3987,3,--,,7,11
Barcelona - Ciutadella,Good,2.1874,41.3864,5,Good,45,7,11
Barcelona - Vall Hebron,Good,2.148,41.4261,5,Good,42,7,11
Barcelona - Palau Reial,Good,2.1151,41.3875,5,Good,3,7,11
Barcelona - Poblenou,Good,2.2045,41.4039,5,Good,44,7,11
Barcelona - Observ Fabra,Good,2.1239,41.4183,5,Good,10,7,11
Barcelona - Sants,Good,2.1331,41.3788,6,Good,26,7,11
Barcelona - Eixample,Good,2.1538,41.3853,6,Good,64,7,11
Barcelona - Gràcia,--,2.1534,41.3987,4,--,,7,11
Barcelona - Ciutadella,Good,2.1874,41.3864,6,Good,50,7,11
Barcelona - Vall Hebron,Good,2.148,41.4261,6,Good,33,7,11
Barcelona - Palau Reial,Good,2.1151,41.3875,6,Good,16,7,11
Barcelona - Poblenou,Good,2.2045,41.4039,6,Good,51,7,11
Barcelona - Observ Fabra,Good,2.1239,41.4183,6,Good,17,7,11
Barcelona - Sants,Good,2.1331,41.3788,7,Good,41,7,11
Barcelona - Eixample,Good,2.1538,41.3853,7,Good,77,7,11
Barcelona - Gràcia,Good,2.1534,41.3987,7,Good,38,7,11
Barcelona - Ciutadella,Good,2.1874,41.3864,7,Good,58,7,11
Barcelona - Vall Hebron,Good,2.148,41.4261,7,Good,80,7,11
Barcelona - Palau Reial,Good,2.1151,41.3875,7,Good,22,7,11
Barcelona - Poblenou,Good,2.2045,41.4039,7,Good,62,7,11
Barcelona - Observ Fabra,Good,2.1239,41.4183,7,Good,18,7,11
Barcelona - Sants,Good,2.1331,41.3788,8,Good,65,7,11
Barcelona - Eixample,Moderate,2.1538,41.3853,8,Moderate,103,7,11
Barcelona - Gràcia,Good,2.1534,41.3987,8,Good,71,7,11
Barcelona - Ciutadella,Good,2.1874,41.3864,8,Good,65,7,11
Barcelona - Vall Hebron,Good,2.148,41.4261,8,Good,68,7,11
Barcelona - Palau Reial,Good,2.1151,41.3875,8,Good,40,7,11
Barcelona - Poblenou,Good,2.2045,41.4039,8,Good,72,7,11
Barcelona - Observ Fabra,Good,2.1239,41.4183,8,Good,10,7,11
Barcelona - Sants,Good,2.1331,41.3788,9,Good,71,7,11
Barcelona - Eixample,Moderate,2.1538,41.3853,9,Moderate,112,7,11
Barcelona - Gràcia,Good,2.1534,41.3987,9,Good,69,7,11
Barcelona - Ciutadella,Good,2.1874,41.3864,9,Good,72,7,11
Barcelona - Vall Hebron,Good,2.148,41.4261,9,Good,63,7,11
Barcelona - Palau Reial,Good,2.1151,41.3875,9,Good,44,7,11
Barcelona - Poblenou,Good,2.2045,41.4039,9,Good,85,7,11
Barcelona - Observ Fabra,Good,2.1239,41.4183,9,Good,5,7,11
Barcelona - Sants,Good,2.1331,41.3788,10,Good,40,7,11
Barcelona - Eixample,Moderate,2.1538,41.3853,10,Moderate,93,7,11
Barcelona - Gràcia,Good,2.1534,41.3987,10,Good,46,7,11
Barcelona - Ciutadella,Good,2.1874,41.3864,10,Good,81,7,11
Barcelona - Vall Hebron,Good,2.148,41.4261,10,Good,34,7,11
Barcelona - Palau Reial,Good,2.1151,41.3875,10,Good,23,7,11
Barcelona - Poblenou,Good,2.2045,41.4039,10,Good,77,7,11
Barcelona - Observ Fabra,Good,2.1239,41.4183,10,Good,5,7,11
Barcelona - Sants,Good,2.1331,41.3788,11,Good,21,7,11
Barcelona - Eixample,Good,2.1538,41.3853,11,Good,42,7,11
Barcelona - Gràcia,Good,2.1534,41.3987,10,Good,46,7,11
Barcelona - Ciutadella,Good,2.1874,41.3864,11,Good,50,7,11
Barcelona - Vall Hebron,Good,2.148,41.4261,11,Good,18,7,11
Barcelona - Palau Reial,Good,2.1151,41.3875,11,Good,14,7,11
Barcelona - Poblenou,Good,2.2045,41.4039,11,Good,52,7,11
Barcelona - Observ Fabra,Good,2.1239,41.4183,11,Good,5,7,11
Barcelona - Sants,Good,2.1331,41.3788,12,Good,13,7,11
Barcelona - Eixample,Good,2.1538,41.3853,11,Good,42,7,11
Barcelona - Gràcia,Good,2.1534,41.3987,10,Good,46,7,11
Barcelona - Ciutadella,Good,2.1874,41.3864,12,Good,27,7,11
Barcelona - Vall Hebron,Good,2.148,41.4261,12,Good,18,7,11
Barcelona - Palau Reial,Good,2.1151,41.3875,12,Good,6,7,11
Barcelona - Poblenou,Good,2.2045,41.4039,12,Good,37,7,11
Barcelona - Observ Fabra,Good,2.1239,41.4183,12,Good,8,7,11
Barcelona - Sants,Good,2.1331,41.3788,13,Good,18,7,11
Barcelona - Eixample,Good,2.1538,41.3853,13,Good,38,7,11
Barcelona - Gràcia,--,2.1534,41.3987,12,--,,7,11
Barcelona - Ciutadella,Good,2.1874,41.3864,13,Good,34,7,11
Barcelona - Vall Hebron,Good,2.148,41.4261,13,Good,17,7,11
Barcelona - Palau Reial,Good,2.1151,41.3875,13,Good,16,7,11
Barcelona - Poblenou,Good,2.2045,41.4039,13,Good,30,7,11
Barcelona - Observ Fabra,Good,2.1239,41.4183,13,Good,10,7,11
Barcelona - Sants,Good,2.1331,41.3788,13,Good,18,7,11
Barcelona - Eixample,Good,2.1538,41.3853,13,Good,38,7,11
Barcelona - Gràcia,--,2.1534,41.3987,13,--,,7,11
Barcelona - Ciutadella,Good,2.1874,41.3864,14,Good,53,7,11
Barcelona - Vall Hebron,Good,2.148,41.4261,14,Good,23,7,11
Barcelona - Palau Reial,Good,2.1151,41.3875,14,Good,22,7,11
Barcelona - Poblenou,Good,2.2045,41.4039,14,Good,35,7,11
Barcelona - Observ Fabra,Good,2.1239,41.4183,14,Good,24,7,11
Barcelona - Sants,--,2.1331,41.3788,14,--,,7,11
Barcelona - Eixample,Good,2.1538,41.3853,14,--,,7,11
Barcelona - Gràcia,Good,2.1534,41.3987,15,Good,38,7,11
Barcelona - Ciutadella,Good,2.1874,41.3864,15,Good,55,7,11
Barcelona - Vall Hebron,Good,2.148,41.4261,15,Good,20,7,11
Barcelona - Palau Reial,Good,2.1151,41.3875,15,Good,16,7,11
Barcelona - Poblenou,Good,2.2045,41.4039,15,Good,44,7,11
Barcelona - Observ Fabra,Good,2.1239,41.4183,15,Good,16,7,11
Barcelona - Sants,Good,2.1331,41.3788,16,Good,16,7,11
Barcelona - Eixample,Good,2.1538,41.3853,16,Good,50,7,11
Barcelona - Gràcia,Good,2.1534,41.3987,16,Good,34,7,11
Barcelona - Ciutadella,Good,2.1874,41.3864,16,Good,39,7,11
Barcelona - Vall Hebron,Good,2.148,41.4261,16,Good,24,7,11
Barcelona - Palau Reial,Good,2.1151,41.3875,16,Good,21,7,11
Barcelona - Poblenou,Good,2.2045,41.4039,16,Good,41,7,11
Barcelona - Observ Fabra,Good,2.1239,41.4183,16,Good,19,7,11
Barcelona - Sants,Good,2.1331,41.3788,17,Good,22,7,11
Barcelona - Eixample,Good,2.1538,41.3853,17,Good,60,7,11
Barcelona - Gràcia,Good,2.1534,41.3987,17,Good,46,7,11
Barcelona - Ciutadella,Good,2.1874,41.3864,17,Good,43,7,11
Barcelona - Vall Hebron,Good,2.148,41.4261,17,Good,34,7,11
Barcelona - Palau Reial,Good,2.1151,41.3875,17,Good,28,7,11
Barcelona - Poblenou,Good,2.2045,41.4039,17,Good,46,7,11
Barcelona - Observ Fabra,Good,2.1239,41.4183,17,Good,17,7,11
Barcelona - Sants,Good,2.1331,41.3788,18,Good,60,7,11
Barcelona - Eixample,Good,2.1538,41.3853,18,Good,73,7,11
Barcelona - Gràcia,Good,2.1534,41.3987,18,Good,72,7,11
Barcelona - Ciutadella,Good,2.1874,41.3864,17,Good,43,7,11
Barcelona - Vall Hebron,Good,2.148,41.4261,18,Good,38,7,11
Barcelona - Palau Reial,Good,2.1151,41.3875,18,Good,61,7,11
Barcelona - Poblenou,Good,2.2045,41.4039,18,Good,61,7,11
Barcelona - Observ Fabra,Good,2.1239,41.4183,18,Good,16,7,11
Barcelona - Sants,Good,2.1331,41.3788,19,Good,78,7,11
Barcelona - Eixample,Good,2.1538,41.3853,19,Good,80,7,11
Barcelona - Gràcia,Good,2.1534,41.3987,19,Good,57,7,11
Barcelona - Ciutadella,Good,2.1874,41.3864,19,Good,83,7,11
Barcelona - Vall Hebron,Good,2.148,41.4261,19,Good,41,7,11
Barcelona - Palau Reial,Good,2.1151,41.3875,19,Good,28,7,11
Barcelona - Poblenou,Good,2.2045,41.4039,18,Good,63,7,11
Barcelona - Observ Fabra,Good,2.1239,41.4183,19,Good,16,7,11
Barcelona - Sants,Good,2.1331,41.3788,20,Good,65,7,11
Barcelona - Eixample,Good,2.1538,41.3853,20,Good,78,7,11
Barcelona - Gràcia,Good,2.1534,41.3987,20,Good,78,7,11
Barcelona - Ciutadella,Good,2.1874,41.3864,20,Good,83,7,11
Barcelona - Vall Hebron,Good,2.148,41.4261,20,Good,43,7,11
Barcelona - Palau Reial,Good,2.1151,41.3875,20,Good,78,7,11
Barcelona - Poblenou,Good,2.2045,41.4039,20,Good,75,7,11
Barcelona - Observ Fabra,Good,2.1239,41.4183,20,Good,19,7,11
Barcelona - Sants,Good,2.1331,41.3788,21,Good,75,7,11
Barcelona - Eixample,Good,2.1538,41.3853,21,Good,83,7,11
Barcelona - Gràcia,Good,2.1534,41.3987,21,Good,63,7,11
Barcelona - Ciutadella,Good,2.1874,41.3864,21,Good,71,7,11
Barcelona - Vall Hebron,Good,2.148,41.4261,21,Good,32,7,11
Barcelona - Palau Reial,Good,2.1151,41.3875,21,Good,38,7,11
Barcelona - Poblenou,Good,2.2045,41.4039,21,Good,79,7,11
Barcelona - Observ Fabra,Good,2.1239,41.4183,21,Good,15,7,11
Barcelona - Sants,--,2.1331,41.3788,,,,7,11
Barcelona - Eixample,Good,2.1538,41.3853,,,,7,11
Barcelona - Gràcia,--,2.1534,41.3987,,,,7,11
Barcelona - Ciutadella,--,2.1874,41.3864,,,,7,11
Barcelona - Vall Hebron,Good,2.148,41.4261,,,,7,11
Barcelona - Palau Reial,Good,2.1151,41.3875,,,,7,11
Barcelona - Poblenou,Good,2.2045,41.4039,,,,7,11
Barcelona - Observ Fabra,Good,2.1239,41.4183,,,,7,11
Barcelona - Sants,Good,2.1331,41.3788,23,Good,50,8,11
Barcelona - Eixample,Good,2.1538,41.3853,23,Good,72,8,11
Barcelona - Gràcia,Good,2.1534,41.3987,23,Good,43,8,11
Barcelona - Ciutadella,Good,2.1874,41.3864,23,Good,68,8,11
Barcelona - Vall Hebron,Good,2.148,41.4261,0,Good,23,8,11
